,Request,Appointment,CarType
486,2022-10-20 15:04,2022-10-26 18:21,class 1 truck
487,2022-09-15 07:16,2022-10-17 07:50,compact
488,2022-09-28 10:45,2022-11-25 13:26,full-size
489,2022-11-03 09:54,2022-11-27 07:26,compact
490,2022-09-14 07:05,2022-10-09 07:46,class 2 truck
491,2022-11-02 18:30,2022-11-02 18:30,class 1 truck
492,2022-11-27 14:23,2022-11-29 07:07,medium
493,2022-10-18 14:12,2022-10-18 14:12,compact
494,2022-11-26 18:15,2022-11-29 10:20,compact
495,2022-10-16 07:24,2022-10-21 18:30,medium
496,2022-11-18 07:09,2022-11-20 18:19,compact
497,2022-10-16 18:30,2022-10-16 18:30,full-size
498,2022-10-03 11:23,2022-10-03 11:23,class 1 truck
499,2022-11-23 07:25,2022-11-28 07:07,class 1 truck
500,2022-11-28 18:30,2022-11-30 14:31,class 1 truck
501,2022-11-25 09:53,2022-11-25 14:28,compact
502,2022-09-15 07:02,2022-11-30 07:28,class 2 truck
503,2022-09-26 14:21,2022-11-23 07:42,compact
504,2022-10-02 07:07,2022-11-23 18:18,compact
505,2022-10-20 07:15,2022-11-09 07:30,medium
506,2022-10-10 18:30,2022-11-27 07:52,class 2 truck
507,2022-11-12 07:58,2022-11-12 07:58,medium
508,2022-10-06 07:01,2022-10-06 07:01,class 2 truck
509,2022-10-31 07:16,2022-11-07 07:37,class 2 truck
510,2022-11-07 07:54,2022-11-23 10:35,class 1 truck
511,2022-10-13 09:43,2022-11-28 07:02,full-size
512,2022-09-14 14:55,2022-10-11 07:51,medium
513,2022-11-09 18:30,2022-11-09 18:30,class 1 truck
514,2022-09-13 18:07,2022-11-27 07:43,class 1 truck
515,2022-09-14 07:37,2022-10-09 18:29,full-size
516,2022-09-29 12:48,2022-11-26 07:03,class 1 truck
517,2022-11-08 07:10,2022-11-14 13:39,class 1 truck
518,2022-09-23 07:36,2022-11-23 18:29,class 1 truck
519,2022-11-19 08:42,2022-11-19 08:42,class 1 truck
520,2022-11-03 07:58,2022-11-03 17:21,class 1 truck
521,2022-10-18 17:14,2022-10-18 17:14,class 1 truck
522,2022-09-12 15:26,2022-11-07 07:55,compact
523,2022-09-28 17:43,2022-11-21 18:30,class 2 truck
524,2022-10-11 08:39,2022-10-13 18:23,compact
525,2022-09-30 07:30,2022-10-25 07:19,class 2 truck
526,2022-10-08 17:15,2022-11-08 13:30,medium
527,2022-09-29 14:55,2022-10-10 09:22,class 1 truck
528,2022-11-28 13:24,2022-11-30 10:43,class 1 truck
529,2022-11-12 07:33,2022-11-28 15:09,compact
530,2022-10-17 18:30,2022-10-19 11:48,class 2 truck
531,2022-09-06 07:02,2022-10-28 11:24,full-size
532,2022-09-27 18:30,2022-10-10 07:03,class 2 truck
533,2022-11-09 07:57,2022-11-09 07:57,full-size
534,2022-11-14 07:20,2022-11-14 07:20,medium
535,2022-11-23 07:34,2022-11-27 14:47,class 1 truck
536,2022-11-11 15:24,2022-11-27 16:51,medium
537,2022-10-29 18:30,2022-11-06 14:51,compact
538,2022-11-21 07:38,2022-11-21 07:38,class 1 truck
539,2022-09-18 11:57,2022-10-20 07:12,full-size
540,2022-11-07 10:19,2022-11-12 18:24,full-size
541,2022-11-15 08:14,2022-11-21 18:30,class 1 truck
542,2022-11-14 18:30,2022-11-14 18:30,full-size
543,2022-09-03 07:08,2022-11-21 18:30,medium
544,2022-11-01 16:41,2022-11-24 12:52,compact
545,2022-10-03 18:27,2022-10-30 07:49,medium
546,2022-11-28 08:36,2022-11-29 18:30,medium
547,2022-11-18 15:17,2022-11-28 07:50,medium
548,2022-10-17 11:55,2022-11-27 07:22,compact
549,2022-09-28 08:12,2022-11-16 18:08,class 2 truck
550,2022-09-13 07:43,2022-11-24 10:11,class 2 truck
551,2022-10-12 15:08,2022-11-03 16:45,medium
552,2022-11-22 18:30,2022-11-27 18:30,compact
553,2022-11-18 14:17,2022-11-19 11:28,class 2 truck
554,2022-11-17 07:31,2022-11-28 18:19,class 2 truck
555,2022-10-17 07:51,2022-10-19 18:05,compact
556,2022-11-14 07:23,2022-11-14 07:23,class 2 truck
557,2022-11-26 10:17,2022-11-26 10:17,class 2 truck
558,2022-09-01 07:04,2022-11-12 18:25,class 2 truck
559,2022-10-01 07:48,2022-10-01 07:48,medium
560,2022-10-13 07:32,2022-11-18 07:35,class 2 truck
561,2022-11-12 10:10,2022-11-12 10:10,medium
562,2022-09-02 14:35,2022-10-06 09:30,class 1 truck
563,2022-09-15 09:01,2022-10-02 10:03,compact
564,2022-11-14 18:07,2022-11-14 18:07,class 2 truck
565,2022-09-03 13:54,2022-11-01 18:10,class 2 truck
566,2022-10-24 09:58,2022-11-02 11:46,full-size
567,2022-09-09 17:29,2022-11-28 15:22,full-size
568,2022-11-23 16:46,2022-11-23 18:10,class 2 truck
569,2022-10-11 18:30,2022-11-28 11:26,class 2 truck
570,2022-11-03 18:30,2022-11-14 07:46,full-size
571,2022-11-24 18:21,2022-11-29 13:03,class 1 truck
572,2022-10-03 13:15,2022-10-08 07:22,class 1 truck
573,2022-11-02 18:00,2022-11-08 11:25,compact
574,2022-11-21 18:14,2022-11-30 07:33,compact
575,2022-10-19 09:49,2022-11-18 07:20,medium
576,2022-09-01 09:40,2022-10-09 18:10,medium
577,2022-09-24 18:30,2022-10-27 17:18,full-size
578,2022-09-27 13:12,2022-11-26 07:32,medium
579,2022-10-05 13:26,2022-11-10 11:50,class 2 truck
580,2022-09-21 07:25,2022-10-04 08:09,class 2 truck
581,2022-10-29 07:18,2022-11-24 10:11,compact
582,2022-10-01 09:47,2022-11-28 16:44,medium
583,2022-11-19 18:30,2022-11-19 18:30,compact
584,2022-10-31 18:07,2022-10-31 18:07,compact
585,2022-09-02 09:24,2022-10-30 07:09,class 2 truck
586,2022-09-25 18:30,2022-11-21 18:20,class 1 truck
587,2022-09-10 15:11,2022-10-11 09:24,medium
588,2022-11-05 07:13,2022-11-15 18:13,class 2 truck
589,2022-10-15 07:03,2022-11-13 13:05,full-size
590,2022-11-06 12:25,2022-11-06 12:25,compact
591,2022-11-11 18:30,2022-11-11 18:30,compact
592,2022-11-07 18:30,2022-11-17 13:17,class 1 truck
593,2022-09-11 18:26,2022-10-23 18:10,medium
594,2022-10-25 07:42,2022-11-14 18:27,class 2 truck
595,2022-09-28 07:21,2022-10-24 18:07,class 2 truck
596,2022-11-16 07:56,2022-11-25 18:30,class 2 truck
597,2022-09-03 13:10,2022-11-28 07:36,compact
598,2022-09-01 08:53,2022-10-30 07:36,full-size
599,2022-09-27 07:12,2022-10-02 07:57,medium
600,2022-09-20 12:53,2022-10-15 07:05,class 2 truck
601,2022-11-05 07:47,2022-11-05 07:47,class 2 truck
602,2022-11-07 07:54,2022-11-07 07:54,class 1 truck
603,2022-11-13 07:27,2022-11-24 07:00,compact
604,2022-09-27 07:20,2022-11-20 18:30,full-size
605,2022-10-04 07:00,2022-10-06 11:11,class 2 truck
606,2022-11-19 18:30,2022-11-19 18:30,medium
607,2022-10-19 07:36,2022-10-24 18:27,full-size
608,2022-11-30 07:47,2022-11-30 07:47,medium
609,2022-10-16 18:30,2022-10-23 08:23,medium
610,2022-11-21 18:30,2022-11-21 18:30,full-size
611,2022-09-15 07:32,2022-10-28 18:15,class 2 truck
612,2022-09-10 14:02,2022-11-26 07:55,class 1 truck
613,2022-09-13 14:54,2022-10-04 07:17,compact
614,2022-09-15 07:33,2022-10-07 12:45,class 2 truck
615,2022-10-05 07:23,2022-11-27 07:23,medium
616,2022-11-27 09:49,2022-11-30 09:00,class 2 truck
617,2022-09-16 07:07,2022-10-15 14:01,class 2 truck
618,2022-10-06 07:39,2022-11-14 07:07,medium
619,2022-09-15 07:48,2022-11-19 07:46,class 1 truck
620,2022-09-14 07:36,2022-11-23 12:58,compact
621,2022-09-12 07:42,2022-10-24 07:49,full-size
622,2022-11-05 10:48,2022-11-06 18:22,class 1 truck
623,2022-10-29 18:12,2022-11-26 16:48,class 1 truck
624,2022-11-19 18:23,2022-11-20 17:13,class 1 truck
625,2022-10-16 07:00,2022-11-17 18:30,compact
626,2022-11-26 07:53,2022-11-30 09:38,full-size
627,2022-09-30 07:12,2022-11-16 18:30,full-size
628,2022-10-08 07:11,2022-11-30 07:44,class 1 truck
629,2022-09-08 07:40,2022-10-09 18:30,compact
630,2022-11-28 07:47,2022-11-29 16:54,medium
631,2022-10-06 18:30,2022-11-15 15:44,class 1 truck
632,2022-09-05 18:30,2022-11-20 13:09,medium
633,2022-10-04 18:17,2022-11-09 07:11,medium
634,2022-09-20 17:29,2022-10-05 07:16,class 2 truck
635,2022-10-24 08:44,2022-11-23 10:40,class 1 truck
636,2022-10-03 18:30,2022-10-27 18:30,class 2 truck
637,2022-10-04 14:55,2022-10-04 14:55,class 1 truck
638,2022-10-23 14:26,2022-10-23 14:26,class 1 truck
639,2022-09-03 18:30,2022-11-04 18:05,compact
640,2022-11-11 17:48,2022-11-11 17:48,compact
641,2022-09-17 18:23,2022-11-15 14:23,compact
642,2022-10-30 07:39,2022-11-04 09:16,medium
643,2022-10-24 13:56,2022-11-19 07:50,full-size
644,2022-11-14 07:11,2022-11-14 07:11,class 2 truck
645,2022-09-07 18:23,2022-11-13 18:30,medium
646,2022-10-05 09:59,2022-10-14 16:43,class 2 truck
647,2022-10-14 07:31,2022-11-28 15:48,full-size
648,2022-09-06 07:11,2022-11-27 07:52,compact
649,2022-11-30 07:51,2022-11-30 10:25,medium
650,2022-09-25 18:13,2022-11-14 12:05,compact
651,2022-11-04 07:23,2022-11-04 07:23,compact
652,2022-11-14 12:32,2022-11-28 18:30,medium
653,2022-09-22 18:30,2022-11-24 08:46,compact
654,2022-09-16 18:01,2022-11-22 07:36,compact
655,2022-11-18 18:30,2022-11-18 18:30,compact
656,2022-10-17 07:08,2022-10-17 15:02,full-size
657,2022-09-06 15:34,2022-10-08 07:59,class 2 truck
658,2022-11-06 07:18,2022-11-06 07:18,class 2 truck
659,2022-09-05 18:30,2022-10-22 18:30,class 1 truck
660,2022-11-12 18:13,2022-11-12 18:13,class 2 truck
661,2022-10-04 17:32,2022-11-10 09:50,compact
662,2022-11-09 18:09,2022-11-09 18:09,medium
663,2022-10-16 07:44,2022-11-02 18:18,medium
664,2022-09-27 14:25,2022-11-14 12:07,full-size
665,2022-10-15 12:30,2022-11-08 18:10,class 2 truck
666,2022-10-01 18:30,2022-10-01 18:30,medium
667,2022-11-25 07:52,2022-11-25 07:52,compact
668,2022-10-30 07:40,2022-10-30 07:40,class 2 truck
669,2022-09-19 17:35,2022-10-16 07:35,medium
670,2022-10-18 08:02,2022-10-18 08:02,class 2 truck
671,2022-09-21 08:14,2022-10-24 18:30,medium
672,2022-11-17 07:06,2022-11-24 07:15,class 2 truck
673,2022-11-13 07:30,2022-11-13 07:30,medium
674,2022-10-31 13:11,2022-11-04 09:40,compact
675,2022-09-17 07:08,2022-10-06 15:45,medium
676,2022-11-16 07:53,2022-11-19 07:11,class 1 truck
677,2022-11-29 08:46,2022-11-29 08:46,class 2 truck
678,2022-09-01 11:31,2022-11-22 18:06,class 1 truck
679,2022-09-22 12:06,2022-10-30 07:57,medium
680,2022-09-13 07:01,2022-10-02 08:29,class 1 truck
681,2022-10-09 18:30,2022-11-06 07:08,class 1 truck
682,2022-10-21 15:53,2022-11-18 07:00,medium
683,2022-11-23 07:08,2022-11-23 07:08,compact
684,2022-11-09 07:59,2022-11-18 16:37,full-size
685,2022-09-17 13:12,2022-11-20 17:11,medium
686,2022-11-03 18:30,2022-11-03 18:30,full-size
687,2022-09-16 07:04,2022-11-14 07:42,compact
688,2022-10-01 07:34,2022-10-25 07:11,medium
689,2022-11-15 13:07,2022-11-16 13:40,class 2 truck
690,2022-11-16 18:29,2022-11-16 18:29,class 2 truck
691,2022-09-15 13:04,2022-11-14 17:10,medium
692,2022-09-04 17:56,2022-11-30 16:03,compact
693,2022-11-04 09:08,2022-11-19 07:36,compact
694,2022-11-18 15:26,2022-11-19 07:22,compact
695,2022-09-18 08:51,2022-10-21 18:27,class 2 truck
696,2022-11-01 07:31,2022-11-06 07:46,class 1 truck
697,2022-09-28 07:16,2022-10-25 11:00,full-size
698,2022-09-20 18:25,2022-11-18 07:24,class 1 truck
699,2022-10-16 12:17,2022-10-19 18:15,class 2 truck
700,2022-10-18 07:40,2022-10-18 07:40,class 1 truck
701,2022-10-23 18:30,2022-11-26 12:13,compact
702,2022-11-04 12:10,2022-11-04 12:10,compact
703,2022-11-16 18:30,2022-11-18 07:57,medium
704,2022-11-17 07:14,2022-11-20 07:09,class 2 truck
705,2022-10-13 07:26,2022-10-20 15:07,class 2 truck
706,2022-09-08 07:41,2022-10-13 11:34,compact
707,2022-11-20 07:01,2022-11-22 07:42,medium
708,2022-11-21 17:36,2022-11-22 09:39,full-size
709,2022-10-07 07:23,2022-11-29 18:03,medium
710,2022-10-20 18:08,2022-11-13 13:40,compact
711,2022-09-03 18:14,2022-10-26 07:23,full-size
712,2022-11-12 18:20,2022-11-20 07:22,class 2 truck
713,2022-11-22 18:20,2022-11-29 16:05,compact
714,2022-11-25 07:30,2022-11-30 14:23,class 1 truck
715,2022-11-18 11:43,2022-11-29 08:45,class 2 truck
716,2022-09-02 12:33,2022-10-11 07:53,full-size
717,2022-10-04 07:23,2022-10-17 07:21,class 2 truck
718,2022-09-10 18:02,2022-10-12 18:30,class 2 truck
719,2022-10-03 13:59,2022-10-05 14:22,full-size
720,2022-10-22 18:30,2022-11-18 12:03,class 2 truck
721,2022-09-25 18:30,2022-11-20 07:37,compact
722,2022-09-22 18:30,2022-10-05 18:30,class 2 truck
723,2022-11-15 17:28,2022-11-15 17:28,medium
724,2022-10-17 07:55,2022-11-14 07:30,full-size
725,2022-11-19 12:28,2022-11-21 09:14,class 2 truck
726,2022-09-12 18:18,2022-11-18 18:30,class 2 truck
727,2022-10-19 08:05,2022-10-19 08:05,medium
728,2022-11-12 12:28,2022-11-12 12:28,medium
729,2022-11-02 17:58,2022-11-09 17:24,class 2 truck
730,2022-09-14 07:07,2022-10-23 07:35,medium
731,2022-09-08 18:19,2022-11-07 11:18,full-size
732,2022-11-27 16:04,2022-11-29 17:22,class 2 truck
733,2022-11-18 17:39,2022-11-25 07:59,compact
734,2022-09-19 11:53,2022-10-19 07:48,medium
735,2022-10-10 18:18,2022-10-22 18:30,full-size
736,2022-11-08 16:47,2022-11-08 16:47,medium
737,2022-11-02 18:30,2022-11-02 18:30,medium
738,2022-11-28 18:30,2022-11-29 16:09,medium
739,2022-10-07 11:31,2022-11-05 07:07,compact
740,2022-10-24 07:58,2022-11-16 07:43,class 1 truck
741,2022-10-14 14:20,2022-11-19 07:35,medium
742,2022-10-15 14:10,2022-10-19 15:53,class 1 truck
743,2022-11-25 16:40,2022-11-26 12:54,full-size
744,2022-10-27 08:25,2022-10-27 08:25,class 1 truck
745,2022-11-15 07:18,2022-11-30 13:57,full-size
746,2022-10-02 11:18,2022-11-25 13:32,full-size
747,2022-10-23 18:30,2022-11-05 11:27,compact
748,2022-10-31 07:02,2022-10-31 07:02,compact
749,2022-11-29 07:27,2022-11-30 12:57,class 2 truck
750,2022-10-23 10:02,2022-11-17 07:31,full-size
751,2022-11-26 07:44,2022-11-26 14:34,full-size
752,2022-10-25 12:47,2022-10-30 09:49,full-size
753,2022-11-06 09:25,2022-11-08 07:10,class 1 truck
754,2022-09-30 07:18,2022-10-26 18:30,medium
755,2022-11-08 18:00,2022-11-09 07:22,medium
756,2022-10-07 17:42,2022-10-07 17:42,compact
757,2022-11-26 12:31,2022-11-27 18:04,full-size
758,2022-09-17 12:00,2022-10-25 14:54,class 2 truck
759,2022-11-19 08:57,2022-11-19 08:57,full-size
760,2022-10-08 08:02,2022-11-27 18:30,medium
761,2022-09-13 18:09,2022-10-28 07:22,compact
762,2022-10-10 07:32,2022-10-18 07:42,full-size
763,2022-09-01 18:30,2022-11-15 18:18,compact
764,2022-10-23 07:52,2022-11-26 11:45,class 1 truck
765,2022-10-19 07:29,2022-11-04 11:57,medium
766,2022-10-08 07:41,2022-10-08 07:41,class 2 truck
767,2022-10-20 13:59,2022-11-07 14:48,class 2 truck
768,2022-11-10 07:18,2022-11-28 12:56,full-size
769,2022-10-07 14:57,2022-10-31 07:58,class 1 truck
770,2022-10-05 11:21,2022-10-05 11:21,medium
771,2022-11-01 07:10,2022-11-26 12:54,compact
772,2022-10-21 10:28,2022-11-20 10:20,medium
773,2022-09-08 12:57,2022-10-30 11:50,class 2 truck
774,2022-09-06 15:30,2022-10-29 08:00,medium
775,2022-10-19 07:16,2022-11-10 09:51,full-size
776,2022-10-16 10:33,2022-11-05 07:52,full-size
777,2022-09-29 07:47,2022-11-17 11:51,class 2 truck
778,2022-09-05 13:57,2022-10-27 12:16,class 1 truck
779,2022-10-09 18:30,2022-10-09 18:30,full-size
780,2022-11-08 18:30,2022-11-25 07:12,compact
781,2022-10-27 07:27,2022-11-10 07:36,class 2 truck
782,2022-10-23 18:30,2022-11-17 16:14,compact
783,2022-09-04 16:22,2022-10-26 12:39,medium
784,2022-09-20 18:30,2022-10-26 10:48,compact
785,2022-10-09 09:17,2022-10-09 09:17,class 2 truck
786,2022-09-10 07:45,2022-11-12 18:16,class 1 truck
787,2022-10-11 17:52,2022-11-01 07:07,medium
788,2022-09-12 15:43,2022-10-18 18:30,class 1 truck
789,2022-10-01 12:09,2022-10-01 12:09,compact
790,2022-11-07 07:05,2022-11-26 07:22,class 2 truck
791,2022-10-27 07:44,2022-11-26 16:15,full-size
792,2022-09-02 18:30,2022-10-25 17:36,compact
793,2022-11-19 07:31,2022-11-19 07:31,medium
794,2022-11-05 16:00,2022-11-06 16:08,class 1 truck
795,2022-09-27 18:30,2022-11-14 15:07,medium
796,2022-11-03 14:59,2022-11-03 14:59,compact
797,2022-09-29 18:26,2022-11-02 18:02,compact
798,2022-09-28 08:13,2022-10-21 07:28,class 2 truck
799,2022-09-20 12:27,2022-11-16 18:30,medium
800,2022-09-26 18:22,2022-10-22 18:30,compact
801,2022-09-20 12:23,2022-10-28 07:09,medium
802,2022-09-07 08:24,2022-10-21 18:00,medium
803,2022-11-15 15:22,2022-11-19 18:30,class 2 truck
804,2022-11-17 07:38,2022-11-17 07:38,compact
805,2022-10-14 16:01,2022-11-04 17:05,compact
806,2022-11-02 18:00,2022-11-10 18:30,class 1 truck
807,2022-11-14 07:39,2022-11-14 07:39,full-size
808,2022-11-13 07:39,2022-11-19 18:07,compact
809,2022-09-02 16:02,2022-10-17 18:17,class 1 truck
810,2022-10-24 09:24,2022-11-22 16:52,class 1 truck
811,2022-09-26 07:08,2022-10-31 18:20,compact
812,2022-10-20 18:30,2022-10-20 18:30,compact
813,2022-10-26 07:10,2022-11-15 18:30,medium
814,2022-09-01 18:30,2022-11-29 07:03,compact
815,2022-11-14 13:44,2022-11-14 13:44,full-size
816,2022-09-18 13:15,2022-10-19 18:30,medium
817,2022-10-11 18:11,2022-10-11 18:11,medium
818,2022-11-02 18:02,2022-11-03 07:33,medium
819,2022-10-09 18:07,2022-10-09 18:07,class 2 truck
820,2022-10-30 07:24,2022-11-01 07:00,medium
821,2022-09-15 16:58,2022-10-21 17:02,class 2 truck
822,2022-09-08 17:52,2022-10-06 07:35,medium
823,2022-09-29 18:26,2022-10-28 07:21,medium
824,2022-10-08 18:30,2022-10-18 18:17,class 2 truck
825,2022-11-30 11:53,2022-11-30 17:16,class 1 truck
826,2022-10-25 15:27,2022-10-25 15:27,full-size
827,2022-10-07 09:38,2022-10-07 09:38,class 2 truck
828,2022-10-17 07:15,2022-10-29 18:07,compact
829,2022-10-15 07:33,2022-10-15 07:33,class 1 truck
830,2022-10-14 18:07,2022-10-29 07:52,medium
831,2022-09-04 07:06,2022-11-14 07:54,class 1 truck
832,2022-10-29 07:14,2022-10-29 07:14,class 2 truck
833,2022-09-14 07:16,2022-10-24 10:14,full-size
834,2022-10-14 11:23,2022-10-14 11:23,full-size
835,2022-11-22 12:53,2022-11-22 12:53,medium
836,2022-10-05 18:30,2022-10-05 18:30,full-size
837,2022-10-31 07:07,2022-11-20 18:30,compact
838,2022-11-06 08:08,2022-11-22 18:17,class 2 truck
839,2022-10-30 13:52,2022-11-01 07:31,compact
840,2022-10-07 18:30,2022-10-07 18:30,full-size
841,2022-11-11 12:55,2022-11-15 07:59,class 2 truck
842,2022-11-13 07:30,2022-11-13 07:30,full-size
843,2022-11-20 08:53,2022-11-30 12:58,full-size
844,2022-09-02 15:09,2022-10-05 07:40,class 1 truck
845,2022-10-01 07:33,2022-10-17 10:14,class 1 truck
846,2022-11-01 07:00,2022-11-01 07:00,medium
847,2022-10-09 07:04,2022-11-13 16:27,full-size
848,2022-11-24 07:44,2022-11-29 07:30,class 2 truck
849,2022-10-24 18:30,2022-10-24 18:30,class 2 truck
850,2022-09-03 16:09,2022-11-27 18:30,class 2 truck
851,2022-10-22 12:43,2022-10-22 12:43,class 1 truck
852,2022-11-29 14:28,2022-11-29 14:28,class 1 truck
853,2022-11-06 18:28,2022-11-06 18:28,compact
854,2022-09-06 18:28,2022-10-01 18:22,full-size
855,2022-10-30 07:15,2022-10-31 18:15,medium
856,2022-09-02 07:05,2022-11-22 10:30,class 1 truck
857,2022-10-13 17:00,2022-10-22 07:32,full-size
858,2022-10-29 18:30,2022-11-10 18:18,medium
859,2022-09-12 18:05,2022-11-28 17:59,compact
860,2022-09-04 10:21,2022-11-20 10:16,medium
861,2022-10-16 10:57,2022-10-16 10:57,medium
862,2022-09-22 18:07,2022-11-30 07:15,class 2 truck
863,2022-09-24 17:07,2022-11-10 07:57,class 1 truck
864,2022-10-16 07:05,2022-10-16 07:05,compact
865,2022-09-02 18:30,2022-10-08 17:16,class 2 truck
866,2022-09-08 15:42,2022-10-28 07:48,class 1 truck
867,2022-09-29 07:46,2022-11-02 16:15,full-size
868,2022-10-19 18:30,2022-11-24 07:00,class 1 truck
869,2022-09-18 11:34,2022-11-24 14:14,class 1 truck
870,2022-09-29 07:02,2022-10-10 10:52,full-size
871,2022-10-02 12:14,2022-10-02 12:14,class 2 truck
872,2022-09-12 18:02,2022-11-11 07:28,medium
873,2022-09-10 13:54,2022-10-08 09:03,class 1 truck
874,2022-10-05 09:25,2022-10-28 18:14,medium
875,2022-11-12 12:35,2022-11-19 18:30,class 2 truck
876,2022-11-03 09:52,2022-11-05 07:34,class 1 truck
877,2022-11-09 18:23,2022-11-10 18:30,compact
878,2022-09-09 07:23,2022-11-10 18:00,compact
879,2022-10-29 07:14,2022-11-23 07:24,full-size
880,2022-10-03 15:48,2022-10-12 10:08,full-size
881,2022-11-17 07:24,2022-11-23 18:30,compact
882,2022-09-02 10:22,2022-11-15 18:30,full-size
883,2022-09-15 13:32,2022-11-27 07:31,compact
884,2022-10-16 18:30,2022-11-11 18:30,full-size
885,2022-10-13 07:03,2022-10-16 18:30,class 1 truck
886,2022-11-23 18:14,2022-11-23 18:14,full-size
887,2022-10-17 13:14,2022-10-17 13:14,class 2 truck
888,2022-10-22 07:12,2022-11-19 17:54,medium
889,2022-11-16 07:05,2022-11-16 07:05,class 2 truck
890,2022-11-21 07:24,2022-11-21 07:24,compact
891,2022-09-08 13:14,2022-11-23 07:18,medium
892,2022-10-04 09:56,2022-10-16 07:32,medium
893,2022-10-26 18:11,2022-11-02 07:53,class 2 truck
894,2022-11-08 07:39,2022-11-08 07:39,medium
895,2022-10-12 18:05,2022-11-27 18:12,class 2 truck
896,2022-09-17 11:32,2022-10-22 07:37,compact
897,2022-11-28 18:30,2022-11-28 18:30,medium
898,2022-09-17 07:25,2022-11-15 07:29,full-size
899,2022-11-06 11:08,2022-11-06 11:08,class 1 truck
900,2022-09-29 11:47,2022-10-19 14:54,compact
901,2022-09-09 18:30,2022-10-26 18:05,full-size
902,2022-11-25 14:36,2022-11-30 07:06,class 1 truck
903,2022-10-09 16:53,2022-11-17 18:14,full-size
904,2022-10-27 13:12,2022-10-27 13:12,class 2 truck
905,2022-11-06 17:35,2022-11-24 12:22,full-size
906,2022-11-15 18:30,2022-11-15 18:30,full-size
907,2022-11-28 07:39,2022-11-29 08:39,compact
908,2022-09-21 07:13,2022-11-18 18:30,full-size
909,2022-10-02 18:27,2022-11-08 13:45,full-size
910,2022-11-26 18:30,2022-11-27 18:30,class 2 truck
